"Day","Shift","Run","AssayRow","AssayCol","A450","A650"
11,"Day",2,"3","5",0.698,0.042
11,"Day",2,"4","5",0.595,0.039
11,"Day",2,"5","5",0.638,0.04
11,"Day",2,"6","5",0.648,0.039
11,"Day",2,"7","5",0.647,0.039
11,"Day",2,"8","5",0.666,0.04
11,"Day",2,"1","6",0.641,0.041
11,"Day",2,"2","6",0.651,0.039
11,"Day",2,"3","6",0.691,0.041
11,"Day",2,"4","6",0.652,0.041
11,"Day",2,"5","6",0.625,0.039
11,"Day",2,"6","6",0.615,0.04
11,"Day",2,"7","6",0.644,0.04
11,"Day",2,"8","6",0.668,0.041
11,"Day",2,"1","7",0.674,0.043
11,"Day",2,"2","7",0.714,0.039
11,"Day",2,"3","7",0.644,0.042
11,"Day",2,"4","7",0.64,0.039
11,"Day",2,"5","7",0.639,0.04
11,"Day",2,"6","7",0.646,0.039
11,"Day",2,"7","7",0.659,0.039
11,"Day",2,"8","7",0.688,0.04
11,"Day",2,"1","8",0.68,0.042
11,"Day",2,"2","8",0.69,0.041
11,"Day",2,"3","8",0.644,0.042
11,"Day",2,"4","8",0.654,0.042
11,"Day",2,"5","8",0.649,0.041
11,"Day",2,"6","8",0.683,0.04
11,"Day",2,"7","8",0.691,0.04
11,"Day",2,"8","8",0.714,0.042
11,"Day",2,"1","9",0.629,0.043
11,"Day",2,"2","9",0.673,0.041
11,"Day",2,"3","9",0.679,0.047
11,"Day",2,"4","9",0.582,0.04
11,"Day",2,"5","9",0.639,0.043
11,"Day",2,"6","9",0.665,0.04
11,"Day",2,"7","9",0.655,0.039
11,"Day",2,"8","9",0.689,0.043
11,"Day",2,"1","10",0.679,0.043
11,"Day",2,"2","10",0.669,0.041
11,"Day",2,"3","10",0.629,0.043
11,"Day",2,"4","10",0.615,0.041
11,"Day",2,"5","10",0.587,0.042
11,"Day",2,"6","10",0.649,0.039
11,"Day",2,"7","10",0.662,0.04
11,"Day",2,"8","10",0.706,0.044
11,"Day",2,"1","11",0.623,0.042
11,"Day",2,"2","11",0.598,0.036
11,"Day",2,"3","11",0.652,0.041
11,"Day",2,"4","11",0.602,0.039
11,"Day",2,"5","11",0.609,0.041
11,"Day",2,"6","11",0.667,0.04
11,"Day",2,"7","11",0.657,0.038
11,"Day",2,"8","11",0.683,0.04
11,"Day",2,"1","12",0.598,0.042
11,"Day",2,"2","12",0.627,0.038
11,"Day",2,"3","12",0.661,0.042
11,"Day",2,"4","12",0.696,0.043
11,"Day",2,"5","12",0.73,0.044
11,"Day",2,"6","12",0.651,0.041
11,"Day",2,"7","12",0.7,0.04
11,"Day",2,"8","12",0.445,0.038
11,"Day",3,"1","1",0.71,0.042
11,"Day",3,"2","1",0.671,0.038
11,"Day",3,"3","1",0.703,0.041
11,"Day",3,"4","1",0.656,0.041
11,"Day",3,"5","1",0.69,0.042
11,"Day",3,"6","1",0.717,0.039
11,"Day",3,"7","1",0.659,0.039
11,"Day",3,"8","1",0.595,0.04
11,"Day",3,"1","2",0.602,0.041
11,"Day",3,"2","2",0.76,0.04
11,"Day",3,"3","2",0.726,0.041
11,"Day",3,"4","2",0.702,0.042
11,"Day",3,"5","2",0.695,0.042
11,"Day",3,"6","2",0.678,0.038
11,"Day",3,"7","2",0.642,0.037
11,"Day",3,"8","2",0.648,0.04
11,"Day",3,"1","3",0.717,0.041
11,"Day",3,"2","3",0.74,0.041
11,"Day",3,"3","3",0.718,0.04
11,"Day",3,"4","3",0.68,0.041
11,"Day",3,"5","3",0.671,0.042
11,"Day",3,"6","3",0.656,0.039
11,"Day",3,"7","3",0.647,0.037
11,"Day",3,"8","3",0.62,0.04
11,"Day",3,"1","4",0.793,0.043
11,"Day",3,"2","4",0.833,0.042
11,"Day",3,"3","4",0.701,0.042
11,"Day",3,"4","4",0.708,0.042
11,"Day",3,"5","4",0.676,0.043
11,"Day",3,"6","4",0.632,0.038
11,"Day",3,"7","4",0.679,0.039
11,"Day",3,"8","4",0.701,0.042
11,"Day",3,"1","5",0.77,0.042
11,"Day",3,"2","5",0.801,0.041
11,"Day",3,"3","5",0.777,0.043
11,"Day",3,"4","5",0.717,0.041
11,"Day",3,"5","5",0.688,0.042
11,"Day",3,"6","5",0.71,0.04
11,"Day",3,"7","5",0.671,0.039
11,"Day",3,"8","5",0.609,0.038
11,"Day",3,"1","6",0.58,0.039
11,"Day",3,"2","6",0.832,0.041
11,"Day",3,"3","6",0.715,0.041
11,"Day",3,"4","6",0.669,0.039
11,"Day",3,"5","6",0.697,0.042
11,"Day",3,"6","6",0.744,0.04
11,"Day",3,"7","6",0.679,0.037
11,"Day",3,"8","6",0.696,0.041
11,"Day",3,"1","7",0.675,0.044
11,"Day",3,"2","7",0.803,0.042
11,"Day",3,"3","7",0.716,0.042
11,"Day",3,"4","7",0.704,0.041
11,"Day",3,"5","7",0.706,0.042
11,"Day",3,"6","7",0.721,0.041
11,"Day",3,"7","7",0.681,0.039
11,"Day",3,"8","7",0.578,0.04
11,"Day",3,"1","8",0.695,0.042
11,"Day",3,"2","8",0.791,0.042
11,"Day",3,"3","8",0.711,0.042
11,"Day",3,"4","8",0.692,0.041
11,"Day",3,"5","8",0.726,0.042
11,"Day",3,"6","8",0.683,0.04
11,"Day",3,"7","8",0.684,0.038
11,"Day",3,"8","8",0.689,0.041
11,"Day",3,"1","9",0.663,0.042
11,"Day",3,"2","9",0.718,0.041
11,"Day",3,"3","9",0.731,0.043
11,"Day",3,"4","9",0.68,0.041
11,"Day",3,"5","9",0.712,0.043
11,"Day",3,"6","9",0.684,0.041
11,"Day",3,"7","9",0.656,0.037
11,"Day",3,"8","9",0.61,0.04
11,"Day",3,"1","10",0.755,0.043
11,"Day",3,"2","10",0.748,0.041
11,"Day",3,"3","10",0.694,0.042
11,"Day",3,"4","10",0.64,0.042
11,"Day",3,"5","10",0.704,0.043
11,"Day",3,"6","10",0.667,0.041
11,"Day",3,"7","10",0.668,0.037
11,"Day",3,"8","10",0.685,0.042
11,"Day",3,"1","11",0.746,0.043
11,"Day",3,"2","11",0.741,0.04
11,"Day",3,"3","11",0.705,0.042
11,"Day",3,"4","11",0.69,0.042
11,"Day",3,"5","11",0.664,0.042
11,"Day",3,"6","11",0.704,0.04
11,"Day",3,"7","11",0.682,0.037
11,"Day",3,"8","11",0.637,0.04
11,"Day",3,"1","12",0.368,0.038
11,"Day",3,"2","12",0.83,0.041
11,"Day",3,"3","12",0.759,0.042
11,"Day",3,"4","12",0.743,0.044
11,"Day",3,"5","12",0.767,0.044
11,"Day",3,"6","12",0.745,0.041
11,"Day",3,"7","12",0.687,0.038
11,"Day",3,"8","12",0.598,0.04
11,"Day",4,"1","1",0.585,0.039
11,"Day",4,"2","1",0.593,0.038
11,"Day",4,"3","1",0.621,0.04
11,"Day",4,"4","1",0.594,0.04
11,"Day",4,"5","1",0.605,0.039
11,"Day",4,"6","1",0.574,0.037
11,"Day",4,"7","1",0.584,0.038
11,"Day",4,"8","1",0.566,0.038
11,"Day",4,"1","2",0.522,0.039
11,"Day",4,"2","2",0.61,0.038
11,"Day",4,"3","2",0.581,0.039
11,"Day",4,"4","2",0.561,0.039
11,"Day",4,"5","2",0.521,0.039
11,"Day",4,"6","2",0.545,0.037
11,"Day",4,"7","2",0.565,0.037
11,"Day",4,"8","2",0.597,0.04
11,"Day",4,"1","3",0.642,0.04
11,"Day",4,"2","3",0.568,0.037
11,"Day",4,"3","3",0.572,0.039
11,"Day",4,"4","3",0.545,0.038
11,"Day",4,"5","3",0.582,0.04
11,"Day",4,"6","3",0.55,0.037
11,"Day",4,"7","3",0.55,0.037
11,"Day",4,"8","3",0.504,0.038
11,"Day",4,"1","4",0.536,0.039
11,"Day",4,"2","4",0.612,0.039
11,"Day",4,"3","4",0.582,0.039
11,"Day",4,"4","4",0.56,0.038
11,"Day",4,"5","4",0.519,0.04
11,"Day",4,"6","4",0.517,0.036
11,"Day",4,"7","4",0.551,0.036
11,"Day",4,"8","4",0.613,0.039
11,"Day",4,"1","5",0.63,0.042
11,"Day",4,"2","5",0.574,0.037
11,"Day",4,"3","5",0.586,0.039
11,"Day",4,"4","5",0.581,0.039
11,"Day",4,"5","5",0.555,0.037
11,"Day",4,"6","5",0.519,0.036
11,"Day",4,"7","5",0.536,0.036
11,"Day",4,"8","5",0.511,0.037
11,"Day",4,"1","6",0.55,0.039
11,"Day",4,"2","6",0.596,0.038
11,"Day",4,"3","6",0.584,0.039
11,"Day",4,"4","6",0.524,0.038
11,"Day",4,"5","6",0.47,0.038
11,"Day",4,"6","6",0.569,0.038
11,"Day",4,"7","6",0.535,0.038
11,"Day",4,"8","6",0.631,0.038
11,"Day",4,"1","7",0.561,0.039
11,"Day",4,"2","7",0.564,0.037
11,"Day",4,"3","7",0.521,0.037
11,"Day",4,"4","7",0.508,0.038
11,"Day",4,"5","7",0.545,0.037
11,"Day",4,"6","7",0.516,0.037
11,"Day",4,"7","7",0.538,0.035
11,"Day",4,"8","7",0.57,0.039
11,"Day",4,"1","8",0.586,0.039
11,"Day",4,"2","8",0.55,0.037
11,"Day",4,"3","8",0.56,0.039
11,"Day",4,"4","8",0.498,0.039
11,"Day",4,"5","8",0.57,0.039
11,"Day",4,"6","8",0.561,0.037
11,"Day",4,"7","8",0.559,0.036
11,"Day",4,"8","8",0.504,0.038
11,"Day",4,"1","9",0.528,0.041
11,"Day",4,"2","9",0.507,0.037
11,"Day",4,"3","9",0.525,0.039
11,"Day",4,"4","9",0.521,0.039
11,"Day",4,"5","9",0.498,0.04
11,"Day",4,"6","9",0.536,0.036
11,"Day",4,"7","9",0.5,0.036
11,"Day",4,"8","9",0.506,0.039
11,"Day",4,"1","10",0.546,0.038
11,"Day",4,"2","10",0.533,0.037
11,"Day",4,"3","10",0.523,0.04
11,"Day",4,"4","10",0.47,0.039
11,"Day",4,"5","10",0.509,0.038
11,"Day",4,"6","10",0.518,0.038
11,"Day",4,"7","10",0.535,0.035
11,"Day",4,"8","10",0.498,0.039
11,"Day",4,"1","11",0.531,0.04
11,"Day",4,"2","11",0.495,0.033
11,"Day",4,"3","11",0.523,0.04
11,"Day",4,"4","11",0.508,0.037
11,"Day",4,"5","11",0.5,0.04
11,"Day",4,"6","11",0.548,0.037
11,"Day",4,"7","11",0.505,0.035
11,"Day",4,"8","11",0.573,0.039
11,"Day",4,"1","12",0.564,0.042
11,"Day",4,"2","12",0.572,0.037
11,"Day",4,"3","12",0.601,0.04
11,"Day",4,"4","12",0.535,0.039
11,"Day",4,"5","12",0.563,0.04
11,"Day",4,"6","12",0.599,0.039
11,"Day",4,"7","12",0.599,0.037
11,"Day",4,"8","12",0.531,0.039
11,"Day",5,"1","1",0.606,0.04
11,"Day",5,"2","1",0.654,0.037
11,"Day",5,"3","1",0.679,0.04
11,"Day",5,"4","1",0.745,0.042
11,"Day",5,"5","1",0.73,0.044
11,"Day",5,"6","1",0.705,0.041
11,"Day",5,"7","1",0.703,0.041
11,"Day",5,"8","1",0.742,0.042
11,"Day",5,"1","2",0.558,0.04
11,"Day",5,"2","2",0.557,0.04
11,"Day",5,"3","2",0.608,0.04
11,"Day",5,"4","2",0.691,0.042
11,"Day",5,"5","2",0.651,0.04
11,"Day",5,"6","2",0.628,0.039
11,"Day",5,"7","2",0.65,0.039
11,"Day",5,"8","2",0.66,0.041
11,"Day",5,"1","3",0.578,0.039
11,"Day",5,"2","3",0.611,0.037
11,"Day",5,"3","3",0.629,0.04
11,"Day",5,"4","3",0.681,0.041
11,"Day",5,"5","3",0.732,0.043
11,"Day",5,"6","3",0.717,0.038
11,"Day",5,"7","3",0.665,0.039
11,"Day",5,"8","3",0.689,0.04
11,"Day",5,"1","4",0.599,0.04
11,"Day",5,"2","4",0.606,0.039
11,"Day",5,"3","4",0.679,0.041
11,"Day",5,"4","4",0.675,0.042
11,"Day",5,"5","4",0.662,0.044
11,"Day",5,"6","4",0.65,0.041
11,"Day",5,"7","4",0.655,0.04
11,"Day",5,"8","4",0.627,0.04
11,"Day",5,"1","5",0.574,0.039
11,"Day",5,"2","5",0.667,0.039
11,"Day",5,"3","5",0.68,0.041
11,"Day",5,"4","5",0.702,0.046
11,"Day",5,"5","5",0.716,0.041
11,"Day",5,"6","5",0.7,0.04
11,"Day",5,"7","5",0.727,0.038
11,"Day",5,"8","5",0.609,0.04
11,"Day",5,"1","6",0.568,0.038
11,"Day",5,"2","6",0.641,0.041
11,"Day",5,"3","6",0.676,0.041
11,"Day",5,"4","6",0.669,0.042
11,"Day",5,"5","6",0.68,0.04
11,"Day",5,"6","6",0.684,0.042
11,"Day",5,"7","6",0.645,0.04
11,"Day",5,"8","6",0.64,0.039
11,"Day",5,"1","7",0.651,0.041
11,"Day",5,"2","7",0.637,0.038
11,"Day",5,"3","7",0.648,0.04
11,"Day",5,"4","7",0.657,0.04
11,"Day",5,"5","7",0.669,0.043
11,"Day",5,"6","7",0.628,0.04
11,"Day",5,"7","7",0.625,0.038
11,"Day",5,"8","7",0.626,0.039
11,"Day",5,"1","8",0.627,0.041
11,"Day",5,"2","8",0.644,0.041
11,"Day",5,"3","8",0.699,0.041
11,"Day",5,"4","8",0.674,0.042
11,"Day",5,"5","8",0.656,0.042
11,"Day",5,"6","8",0.665,0.04
11,"Day",5,"7","8",0.675,0.038
11,"Day",5,"8","8",0.688,0.041
11,"Day",5,"1","9",0.613,0.043
11,"Day",5,"2","9",0.608,0.04
11,"Day",5,"3","9",0.636,0.042
11,"Day",5,"4","9",0.645,0.042
11,"Day",5,"5","9",0.643,0.043
11,"Day",5,"6","9",0.616,0.041
11,"Day",5,"7","9",0.661,0.039
11,"Day",5,"8","9",0.591,0.041
11,"Day",5,"1","10",0.585,0.04
11,"Day",5,"2","10",0.667,0.041
11,"Day",5,"3","10",0.649,0.043
11,"Day",5,"4","10",0.608,0.043
11,"Day",5,"5","10",0.612,0.054
11,"Day",5,"6","10",0.595,0.042
11,"Day",5,"7","10",0.595,0.04
11,"Day",5,"8","10",0.685,0.044
11,"Day",5,"1","11",0.589,0.042
11,"Day",5,"2","11",0.602,0.038
11,"Day",5,"3","11",0.629,0.042
11,"Day",5,"4","11",0.591,0.041
11,"Day",5,"5","11",0.653,0.054
11,"Day",5,"6","11",0.652,0.039
11,"Day",5,"7","11",0.648,0.038
11,"Day",5,"8","11",0.645,0.041
11,"Day",5,"1","12",0.634,0.042
11,"Day",5,"2","12",0.633,0.038
11,"Day",5,"3","12",0.648,0.042
11,"Day",5,"4","12",0.707,0.042
11,"Day",5,"5","12",0.718,0.043
11,"Day",5,"6","12",0.702,0.041
11,"Day",5,"7","12",0.671,0.039
11,"Day",5,"8","12",0.593,0.04
11,"Day",6,"1","1",0.529,0.039
11,"Day",6,"2","1",0.527,0.035
11,"Day",6,"3","1",0.518,0.037
11,"Day",6,"4","1",0.536,0.037
11,"Day",6,"5","1",0.548,0.038
11,"Day",6,"6","1",0.564,0.036
11,"Day",6,"7","1",0.565,0.036
11,"Day",6,"8","1",0.54,0.037
11,"Day",6,"1","2",0.566,0.039
11,"Day",6,"2","2",0.544,0.036
11,"Day",6,"3","2",0.565,0.036
11,"Day",6,"4","2",0.561,0.039
11,"Day",6,"5","2",0.587,0.038
11,"Day",6,"6","2",0.608,0.037
11,"Day",6,"7","2",0.605,0.037
11,"Day",6,"8","2",0.538,0.039
11,"Day",6,"1","3",0.594,0.04
11,"Day",6,"2","3",0.608,0.037
11,"Day",6,"3","3",0.637,0.04
11,"Day",6,"4","3",0.652,0.041
11,"Day",6,"5","3",0.643,0.041
11,"Day",6,"6","3",0.635,0.039
11,"Day",6,"7","3",0.574,0.037
11,"Day",6,"8","3",0.579,0.039
11,"Day",6,"1","4",0.612,0.041
11,"Day",6,"2","4",0.629,0.038
11,"Day",6,"3","4",0.64,0.041
11,"Day",6,"4","4",0.598,0.039
11,"Day",6,"5","4",0.598,0.041
11,"Day",6,"6","4",0.593,0.036
11,"Day",6,"7","4",0.563,0.038
11,"Day",6,"8","4",0.506,0.039
11,"Day",6,"1","5",0.584,0.039
11,"Day",6,"2","5",0.585,0.038
11,"Day",6,"3","5",0.6,0.039
11,"Day",6,"4","5",0.615,0.039
11,"Day",6,"5","5",0.592,0.038
11,"Day",6,"6","5",0.597,0.036
11,"Day",6,"7","5",0.533,0.036
11,"Day",6,"8","5",0.503,0.038
11,"Day",6,"1","6",0.652,0.04
11,"Day",6,"2","6",0.591,0.038
11,"Day",6,"3","6",0.626,0.04
11,"Day",6,"4","6",0.563,0.039
11,"Day",6,"5","6",0.589,0.038
11,"Day",6,"6","6",0.619,0.038
11,"Day",6,"7","6",0.592,0.039
11,"Day",6,"8","6",0.503,0.037
11,"Day",6,"1","7",0.604,0.04
11,"Day",6,"2","7",0.59,0.036
11,"Day",6,"3","7",0.599,0.04
11,"Day",6,"4","7",0.589,0.039
11,"Day",6,"5","7",0.602,0.04
11,"Day",6,"6","7",0.579,0.037
11,"Day",6,"7","7",0.576,0.038
11,"Day",6,"8","7",0.556,0.036
11,"Day",6,"1","8",0.648,0.04
11,"Day",6,"2","8",0.535,0.036
11,"Day",6,"3","8",0.612,0.04
11,"Day",6,"4","8",0.612,0.039
11,"Day",6,"5","8",0.609,0.04
11,"Day",6,"6","8",0.642,0.039
11,"Day",6,"7","8",0.618,0.038
11,"Day",6,"8","8",0.561,0.037
11,"Day",6,"1","9",0.611,0.04
11,"Day",6,"2","9",0.612,0.04
11,"Day",6,"3","9",0.621,0.042
11,"Day",6,"4","9",0.574,0.04
11,"Day",6,"5","9",0.616,0.041
11,"Day",6,"6","9",0.565,0.039
11,"Day",6,"7","9",0.523,0.037
11,"Day",6,"8","9",0.545,0.04
11,"Day",6,"1","10",0.534,0.041
11,"Day",6,"2","10",0.546,0.038
11,"Day",6,"3","10",0.623,0.041
11,"Day",6,"4","10",0.616,0.04
11,"Day",6,"5","10",0.645,0.042
11,"Day",6,"6","10",0.621,0.041
11,"Day",6,"7","10",0.622,0.039
11,"Day",6,"8","10",0.568,0.039
11,"Day",6,"1","11",0.56,0.039
11,"Day",6,"2","11",0.605,0.04
11,"Day",6,"3","11",0.599,0.041
11,"Day",6,"4","11",0.532,0.038
11,"Day",6,"5","11",0.617,0.042
11,"Day",6,"6","11",0.586,0.039
11,"Day",6,"7","11",0.514,0.036
11,"Day",6,"8","11",0.579,0.038
11,"Day",6,"1","12",0.332,0.037
11,"Day",6,"2","12",0.553,0.037
11,"Day",6,"3","12",0.591,0.041
11,"Day",6,"4","12",0.626,0.04
11,"Day",6,"5","12",0.599,0.04
11,"Day",6,"6","12",0.671,0.041
11,"Day",6,"7","12",0.627,0.038
11,"Day",6,"8","12",0.316,0.034
11,"Day",7,"1","1",0.425,0.037
11,"Day",7,"2","1",0.431,0.033
11,"Day",7,"3","1",0.469,0.036
11,"Day",7,"4","1",0.481,0.037
11,"Day",7,"5","1",0.473,0.037
11,"Day",7,"6","1",0.436,0.035
11,"Day",7,"7","1",0.449,0.036
11,"Day",7,"8","1",0.466,0.037
11,"Day",7,"1","2",0.431,0.038
11,"Day",7,"2","2",0.46,0.036
11,"Day",7,"3","2",0.423,0.035
11,"Day",7,"4","2",0.453,0.038
11,"Day",7,"5","2",0.441,0.037
11,"Day",7,"6","2",0.448,0.035
11,"Day",7,"7","2",0.468,0.036
11,"Day",7,"8","2",0.457,0.037
11,"Day",7,"1","3",0.46,0.038
11,"Day",7,"2","3",0.467,0.035
11,"Day",7,"3","3",0.507,0.039
11,"Day",7,"4","3",0.473,0.038
11,"Day",7,"5","3",0.468,0.04
11,"Day",7,"6","3",0.477,0.037
11,"Day",7,"7","3",0.45,0.036
11,"Day",7,"8","3",0.456,0.037
11,"Day",7,"1","4",0.447,0.037
11,"Day",7,"2","4",0.49,0.036
11,"Day",7,"3","4",0.499,0.037
11,"Day",7,"4","4",0.428,0.037
11,"Day",7,"5","4",0.426,0.038
11,"Day",7,"6","4",0.445,0.035
11,"Day",7,"7","4",0.475,0.036
11,"Day",7,"8","4",0.568,0.039
11,"Day",7,"1","5",0.519,0.039
11,"Day",7,"2","5",0.487,0.036
11,"Day",7,"3","5",0.479,0.038
11,"Day",7,"4","5",0.469,0.038
11,"Day",7,"5","5",0.49,0.037
11,"Day",7,"6","5",0.443,0.035
11,"Day",7,"7","5",0.483,0.036
11,"Day",7,"8","5",0.431,0.036
11,"Day",7,"1","6",0.464,0.037
11,"Day",7,"2","6",0.459,0.036
11,"Day",7,"3","6",0.468,0.037
11,"Day",7,"4","6",0.445,0.037
11,"Day",7,"5","6",0.459,0.037
11,"Day",7,"6","6",0.487,0.036
11,"Day",7,"7","6",0.483,0.037
11,"Day",7,"8","6",0.604,0.04
11,"Day",7,"1","7",0.442,0.037
11,"Day",7,"2","7",0.499,0.036
11,"Day",7,"3","7",0.474,0.039
11,"Day",7,"4","7",0.438,0.037
11,"Day",7,"5","7",0.423,0.037
11,"Day",7,"6","7",0.456,0.037
11,"Day",7,"7","7",0.465,0.036
11,"Day",7,"8","7",0.524,0.038
11,"Day",7,"1","8",0.466,0.038
11,"Day",7,"2","8",0.461,0.035
11,"Day",7,"3","8",0.42,0.038
11,"Day",7,"4","8",0.45,0.038
11,"Day",7,"5","8",0.489,0.038
11,"Day",7,"6","8",0.462,0.037
11,"Day",7,"7","8",0.487,0.036
11,"Day",7,"8","8",0.485,0.038
11,"Day",7,"1","9",0.505,0.04
11,"Day",7,"2","9",0.444,0.036
11,"Day",7,"3","9",0.497,0.04
11,"Day",7,"4","9",0.418,0.037
11,"Day",7,"5","9",0.415,0.039
11,"Day",7,"6","9",0.454,0.036
11,"Day",7,"7","9",0.461,0.035
11,"Day",7,"8","9",0.489,0.038
11,"Day",7,"1","10",0.496,0.038
11,"Day",7,"2","10",0.46,0.035
11,"Day",7,"3","10",0.399,0.039
11,"Day",7,"4","10",0.422,0.038
11,"Day",7,"5","10",0.43,0.037
11,"Day",7,"6","10",0.465,0.037
11,"Day",7,"7","10",0.438,0.035
11,"Day",7,"8","10",0.533,0.039
11,"Day",7,"1","11",0.465,0.039
11,"Day",7,"2","11",0.516,0.036
11,"Day",7,"3","11",0.433,0.039
11,"Day",7,"4","11",0.4,0.037
11,"Day",7,"5","11",0.422,0.039
11,"Day",7,"6","11",0.56,0.038
11,"Day",7,"7","11",0.509,0.036
11,"Day",7,"8","11",0.522,0.039
11,"Day",7,"1","12",0.442,0.039
11,"Day",7,"2","12",0.488,0.036
11,"Day",7,"3","12",0.427,0.039
11,"Day",7,"4","12",0.451,0.039
11,"Day",7,"5","12",0.463,0.039
11,"Day",7,"6","12",0.469,0.037
11,"Day",7,"7","12",0.525,0.036
11,"Day",7,"8","12",0.517,0.04
11,"Day",8,"1","1",0.512,0.039
11,"Day",8,"2","1",0.528,0.035
11,"Day",8,"3","1",0.548,0.04
11,"Day",8,"4","1",0.5,0.039
11,"Day",8,"5","1",0.492,0.039
11,"Day",8,"6","1",0.489,0.037
11,"Day",8,"7","1",0.555,0.037
11,"Day",8,"8","1",0.553,0.038
11,"Day",8,"1","2",0.456,0.038
11,"Day",8,"2","2",0.506,0.035
11,"Day",8,"3","2",0.522,0.038
11,"Day",8,"4","2",0.485,0.04
11,"Day",8,"5","2",0.493,0.04
11,"Day",8,"6","2",0.493,0.036
11,"Day",8,"7","2",0.519,0.037
11,"Day",8,"8","2",0.526,0.036
11,"Day",8,"1","3",0.467,0.038
11,"Day",8,"2","3",0.448,0.036
11,"Day",8,"3","3",0.469,0.037
11,"Day",8,"4","3",0.492,0.039
11,"Day",8,"5","3",0.52,0.039
11,"Day",8,"6","3",0.531,0.038
11,"Day",8,"7","3",0.556,0.038
11,"Day",8,"8","3",0.578,0.04
11,"Day",8,"1","4",0.487,0.039
11,"Day",8,"2","4",0.475,0.036
11,"Day",8,"3","4",0.503,0.041
11,"Day",8,"4","4",0.434,0.04
11,"Day",8,"5","4",0.509,0.04
11,"Day",8,"6","4",0.463,0.035
11,"Day",8,"7","4",0.59,0.039
11,"Day",8,"8","4",0.595,0.039
11,"Day",8,"1","5",0.486,0.038
11,"Day",8,"2","5",0.427,0.032
11,"Day",8,"3","5",0.464,0.038
11,"Day",8,"4","5",0.47,0.037
11,"Day",8,"5","5",0.502,0.04
11,"Day",8,"6","5",0.505,0.037
11,"Day",8,"7","5",0.542,0.038
11,"Day",8,"8","5",0.535,0.037
11,"Day",8,"1","6",0.477,0.039
11,"Day",8,"2","6",0.465,0.036
11,"Day",8,"3","6",0.482,0.043
11,"Day",8,"4","6",0.428,0.038
11,"Day",8,"5","6",0.483,0.039
11,"Day",8,"6","6",0.515,0.038
11,"Day",8,"7","6",0.563,0.042
11,"Day",8,"8","6",0.58,0.037
11,"Day",8,"1","7",0.441,0.04
11,"Day",8,"2","7",0.563,0.042
11,"Day",8,"3","7",0.492,0.039
11,"Day",8,"4","7",0.471,0.038
11,"Day",8,"5","7",0.467,0.039
11,"Day",8,"6","7",0.51,0.038
11,"Day",8,"7","7",0.518,0.038
11,"Day",8,"8","7",0.642,0.04
11,"Day",8,"1","8",0.5,0.041
11,"Day",8,"2","8",0.492,0.044
11,"Day",8,"3","8",0.509,0.039
11,"Day",8,"4","8",0.462,0.042
11,"Day",8,"5","8",0.492,0.041
11,"Day",8,"6","8",0.517,0.038
11,"Day",8,"7","8",0.526,0.037
11,"Day",8,"8","8",0.546,0.039
11,"Day",8,"1","9",0.461,0.043
11,"Day",8,"2","9",0.52,0.041
11,"Day",8,"3","9",0.506,0.04
11,"Day",8,"4","9",0.424,0.038
11,"Day",8,"5","9",0.448,0.04
11,"Day",8,"6","9",0.487,0.038
11,"Day",8,"7","9",0.493,0.038
11,"Day",8,"8","9",0.601,0.04
11,"Day",8,"1","10",0.475,0.042
11,"Day",8,"2","10",0.462,0.039
11,"Day",8,"3","10",0.512,0.039
11,"Day",8,"4","10",0.468,0.04
11,"Day",8,"5","10",0.51,0.04
11,"Day",8,"6","10",0.54,0.039
11,"Day",8,"7","10",0.541,0.037
11,"Day",8,"8","10",0.607,0.04
11,"Day",8,"1","11",0.452,0.041
11,"Day",8,"2","11",0.55,0.037
11,"Day",8,"3","11",0.507,0.041
11,"Day",8,"4","11",0.475,0.04
11,"Day",8,"5","11",0.461,0.041
11,"Day",8,"6","11",0.53,0.039
11,"Day",8,"7","11",0.528,0.04
11,"Day",8,"8","11",0.595,0.039
11,"Day",8,"1","12",0.439,0.04
11,"Day",8,"2","12",0.486,0.04
11,"Day",8,"3","12",0.532,0.043
11,"Day",8,"4","12",0.492,0.039
11,"Day",8,"5","12",0.529,0.04
11,"Day",8,"6","12",0.562,0.039
11,"Day",8,"7","12",0.498,0.037
11,"Day",8,"8","12",0.448,0.037
11,"Day",9,"1","1",0.48,0.038
11,"Day",9,"2","1",0.487,0.036
11,"Day",9,"3","1",0.517,0.039
11,"Day",9,"4","1",0.529,0.039
11,"Day",9,"5","1",0.559,0.041
11,"Day",9,"6","1",0.546,0.037
11,"Day",9,"7","1",0.593,0.038
11,"Day",9,"8","1",0.578,0.039
11,"Day",9,"1","2",0.439,0.039
11,"Day",9,"2","2",0.521,0.037
11,"Day",9,"3","2",0.513,0.035
11,"Day",9,"4","2",0.461,0.04
11,"Day",9,"5","2",0.547,0.04
11,"Day",9,"6","2",0.494,0.035
11,"Day",9,"7","2",0.533,0.036
11,"Day",9,"8","2",0.513,0.036
11,"Day",9,"1","3",0.474,0.038
11,"Day",9,"2","3",0.466,0.036
11,"Day",9,"3","3",0.512,0.037
11,"Day",9,"4","3",0.527,0.039
11,"Day",9,"5","3",0.554,0.038
11,"Day",9,"6","3",0.495,0.036
11,"Day",9,"7","3",0.521,0.037
11,"Day",9,"8","3",0.536,0.04
11,"Day",9,"1","4",0.505,0.04
11,"Day",9,"2","4",0.513,0.037
11,"Day",9,"3","4",0.571,0.039
